Sample,ND_Veh_1,ND_Veh_2,ND_Veh_3,ND_Veh_4,HFD_Veh_1,HFD_Veh_2,HFD_Veh_3,HFD_Veh_4,HFD_Tx_1,HFD_Tx_2,HFD_Tx_3,HFD_Tx_4,Bsl_1,Bsl_2,Bsl_3,Bsl_4
N-acetylglycine,"11,803,283","6,701,410","12,119,047","14,518,033","54,558,560","19,923,852","11,779,503","26,007,878","6,109,109","7,298,991","8,056,703","5,914,459","10,135,387","6,728,724","6,882,807","10,708,735"
N-acetylhistidine,"19,107,644","17,802,286","36,941,280","21,130,212","10,912,734","18,052,236","17,149,684","11,001,227","18,305,492","17,842,372","20,948,274","18,089,400","9,807,776","11,345,273","11,025,173","20,507,054"
N-acetylisoleucine,"1,056,867","728,214","1,029,142","544,718","593,853","1,209,558","1,220,236","768,728","822,453","963,598","875,166","1,049,983","548,853","342,749","340,352","927,048"
N-acetylkynurenine (2),"3,906,584","3,390,102","5,804,636","4,805,541","5,723,336","3,682,339","3,738,856","1,626,848","2,199,436","3,128,755","3,267,337","3,294,637","4,394,304","3,693,587","4,470,734","8,176,151"
N-acetylleucine,"6,833,549","4,607,177","7,314,263","2,838,092","3,260,295","5,120,702","5,267,220","3,900,538","4,204,390","5,056,224","4,593,779","5,571,937","2,656,422","1,596,598","1,060,326","7,059,892"
N-acetylmethionine,"4,928,248","2,572,806","4,384,069","2,326,550","2,746,018","3,691,605","3,313,455","3,488,420","4,625,060","4,555,494","4,781,598","4,252,587","2,712,242","1,774,264","1,815,252","5,966,754"
N-acetylneuraminate,"6,009,053","8,648,393","8,426,488","6,988,085","6,814,809","7,338,419","7,749,215","7,208,306","8,235,368","6,040,431","5,768,856","7,483,447","5,906,438","5,639,589","5,603,946","10,039,305"
N-acetylphenylalanine,"4,416,575","4,424,045","6,613,153","3,486,127","4,702,475","5,649,579","5,066,792","3,140,734","4,233,408","4,887,027","5,217,305","4,384,571","2,830,452","1,643,893","1,269,973","4,276,426"
N-acetylproline,"1,060,978","1,431,831","1,783,488","1,113,242","758,736","808,103","1,105,795","890,920","825,993","536,694","595,713","1,060,597","371,398","280,992","543,741","404,241"
N-acetylputrescine,"780,906","910,600","973,847","840,810","848,804","844,606","862,980","1,016,662","1,405,534","1,127,703","1,026,587","866,873","560,038","561,931","629,776","1,016,067"
N-acetylpyrraline,"89,369","83,420","137,656","100,640",,,,,"30,951","22,955",,,,,,
N-acetylserine,"11,048,425","8,442,854","12,007,197","9,470,778","9,280,741","10,695,434","11,647,678","9,833,888","8,929,220","8,905,067","9,153,013","8,388,450","5,410,893","7,165,374","5,934,904","11,965,447"
N-acetyltaurine,"4,790,823","2,899,251","5,489,785","4,306,983","5,541,550","5,149,926","4,088,212","5,413,169","4,284,520","3,876,044","4,087,332","2,813,755","3,281,817","3,660,309","4,010,090","5,969,674"
N-acetylthreonine,"3,438,358","2,301,462","2,699,244","2,431,465","1,670,822","2,538,574","3,163,711","2,570,820","2,611,500","2,792,441","2,612,682","2,376,443","1,116,699","1,765,729","1,970,049","2,774,522"
N-acetyltryptophan,"3,470,045","2,765,078","4,618,882","3,500,002","4,565,820","4,801,837","3,992,815","3,218,408","2,553,007","3,843,100","3,368,778","3,158,960","2,541,295","2,061,993","2,129,898","4,211,035"
N-acetyltyrosine,"1,481,807","786,562","1,038,785","614,287","741,479","1,495,224","1,415,868","1,123,431","1,063,747","1,141,442","1,023,995","964,832","833,751","421,994","467,347","1,021,156"
N-acetylvaline,"372,021","243,596","378,386","233,540","336,340","481,319","472,671","385,355","396,500","407,467","367,361","333,909","175,494","140,983","163,432","311,811"
N-alpha-acetylornithine,"1,631,132","1,196,783","1,250,247",,"840,750","965,418","1,273,953","1,110,993","707,870","770,332","712,902","571,051","951,939","752,094","827,111","1,100,093"
N-delta-acetylornithine,"4,752,850","4,829,325","5,541,731","4,823,615","268,888","363,553","381,702","324,280","326,305","294,107","280,878","219,009","2,856,733","2,713,046","3,383,359","3,813,550"
N-formylmethionine,"3,400,232","2,280,322","2,760,886","2,322,875","2,011,637","1,757,980","1,875,732","1,559,832","2,109,167","2,054,126","1,651,965","1,940,200","1,342,726","1,024,588","1,089,859","2,233,521"
N-glycolylneuraminate,"2,789,651","3,526,120","3,575,686","2,857,509","3,061,572","3,980,316","2,751,409","6,077,467","3,088,973","3,520,634","3,861,147","3,620,139","3,994,108","3,235,871","2,676,908","4,865,892"
N-methylalanine,"1,126,834","1,092,998","1,332,896","1,187,132","504,560","788,534","558,561","696,312","937,465","548,467","517,717","633,988","1,685,330","1,275,073","1,245,904","1,553,095"
N-methylpipecolate,"1,702,111",,"1,016,067","2,325,171","1,977,018","1,216,948","1,024,989","1,082,042","1,258,924","1,997,083","1,730,192","824,794","454,709","2,193,303","1,915,465","1,419,655"
N-methylproline,"8,001,964","10,676,291","6,029,224","4,552,134","1,725,736","924,933","1,368,097","1,276,505","1,362,142","902,958","1,351,381","919,583","6,281,471","8,078,487","8,654,898","15,971,185"
N-monomethylarginine,"13,486,962","13,273,920","11,973,699","9,849,727","7,518,670","7,735,955","6,509,489","10,054,906","7,064,692","5,592,533","6,909,287","6,319,830","7,141,665","6,276,644","6,472,147","12,688,126"
N-octanoylglycine,"1,353,825","361,594","1,346,222","1,115,679","2,067,088","476,370","415,677","771,080","469,088","502,421","288,609","222,090","837,533","593,990","754,217","1,387,800"
N-palmitoyl-sphinganine (d18:0/16:0),"1,503,115","2,169,706","1,453,054","1,199,967","8,910,224","4,084,815","14,035,261","6,437,121","13,457,939","13,219,102","10,731,193","13,397,546","437,188","662,372","332,962","490,655"
N-palmitoyl-sphingosine (d18:1/16:0),"5,748,812","6,710,609","4,491,865","5,696,771","20,623,310","14,454,138","28,449,144","20,338,848","27,452,558","26,059,076","25,274,624","25,634,392","4,220,510","4,910,081","3,547,844","4,617,153"
N-palmitoyltaurine,"222,622",,,,"547,378","381,907",,"296,632","321,704","308,349","180,430","375,311","85,647",,"197,865","122,001"
N-stearoyltaurine,"231,979","123,090","121,859","80,884","366,733","282,163","362,794","327,011","276,834","350,547","295,957","318,535","63,033",,"59,022","114,351"
N1-Methyl-2-pyridone-5-carboxamide,"57,626,436","56,567,308","93,854,720","81,875,360","46,008,928","90,350,120","71,644,184","81,194,944","86,881,880","66,730,096","80,886,536","47,444,828","35,365,700","50,679,708","55,241,704","91,903,664"
N1-methyladenosine,"8,207,660","6,856,342","7,462,917","8,048,468","8,815,918","10,001,151","9,344,462","9,508,046","6,871,403","6,074,131","8,089,773","5,680,636","3,798,081","5,128,558","4,686,843","7,989,225"
"N2,N2-dimethylguanosine","955,575","798,371","783,313","706,029","923,255","1,028,222","865,961","1,169,366","658,596","602,331","758,108","604,857","472,810","467,754","432,787","893,898"
"N2,N5-diacetylornithine","390,209","292,440","577,105","382,008",,"20,311",,"23,059","36,363","31,541",,,"155,634","228,552","257,521","385,305"
"N2,N6-diacetyllysine","223,009","236,503","290,430","271,481","217,879","257,582","205,764","171,697","126,697","171,842","161,513","142,849","158,237","119,851","125,305","224,561"
"N6,N6,N6-trimethyllysine","96,943,368","99,849,976","93,153,792","95,314,400","83,154,712","110,794,520","98,671,984","118,581,640","76,237,912","74,602,568","90,456,440","75,513,328","63,776,832","88,653,224","65,231,668","161,855,888"
N6-acetyllysine,"161,865","161,915","167,024","202,201","108,870","169,758","179,878","187,358","137,482","159,790","157,676","155,262","141,909","114,225","124,952","274,531"
N6-carbamoylthreonyladenosine,"538,157","367,661","461,151","441,207","541,508","416,175","440,462","557,460","272,773","344,321","392,494","299,613","306,042","302,920","356,735","592,159"
N6-carboxymethyllysine,"3,832,394","4,242,527","4,348,102","3,422,349",,,,"485,101","439,865",,,"378,839","1,905,141","5,726,542","3,785,048","6,860,036"
N6-succinyladenosine,"124,175","76,656","127,825","85,305","141,781","127,335","152,839","184,023","180,766","158,794","112,263","110,763","165,357","156,340","101,912","263,471"
nicotinamide,"80,064,640","95,697,536","82,265,344","74,599,384","48,923,132","65,433,232","45,374,016","73,885,832","92,085,368","43,628,316","47,065,972","73,375,056","45,213,944","51,860,308","38,762,448","84,299,464"
nicotinamide riboside,"302,437","122,885","171,344","126,417","97,504","104,129","97,282","62,613","87,685","24,421","58,947","78,048","178,674","195,950","142,703","492,829"
nicotinate ribonucleoside,"17,718,612","4,097,365","7,793,565","7,686,615","1,880,393","1,415,751","3,621,710","1,618,356","7,478,319","5,758,321","5,086,048","4,053,502","1,384,290","5,078,852","3,757,331","8,120,663"
nonadecanoate (19:0),"21,884,776","17,867,498","17,643,884","17,794,724","24,513,172","15,691,595","20,675,450","20,672,478","18,553,726","10,578,971","12,188,576","12,766,161","8,099,406","7,972,325","8,228,209","10,445,698"
O-methylcatechol sulfate,"54,445","26,957","45,454","108,360",,,,,,,,,,"58,279",,"37,092"
O-sulfo-L-tyrosine,"473,699","456,438","652,331","472,366","393,871","1,162,815","685,058","1,605,134","339,558","357,117","533,022","462,648","161,573","215,561","185,886","414,884"
octadecanedioate,"456,996",,"458,992","454,957","1,416,810","865,673","1,086,065","978,354","1,543,716","789,611","1,060,584","1,261,860","427,532","464,361","343,067","534,662"
octanoylcarnitine,"6,609,564","3,700,077","7,449,734","6,115,329","7,732,909","6,457,745","6,696,736","9,190,930","5,594,951","5,035,254","5,298,377","5,100,023","4,476,665","4,409,761","10,141,569","6,965,974"
oleate/vaccenate (18:1),"3,195,715,072","2,707,565,312","3,432,668,160","3,092,721,664","5,111,692,800","4,757,974,528","6,221,251,584","5,419,370,496","6,270,302,720","4,036,495,616","4,428,042,240","5,178,555,904","1,402,479,104","2,252,144,128","2,389,130,496","2,611,264,512"
oleoyl ethanolamide,"1,670,816","1,180,865","1,416,043","1,143,255","2,738,527","1,998,055","1,597,202","1,448,000","1,766,802","1,193,001","991,163","909,282","494,710","423,617","681,029","860,236"
oleoylcarnitine,"102,777,888","65,838,624","118,582,488","95,706,736","292,115,296","186,615,200","203,945,760","202,667,216","147,488,688","152,291,440","157,271,712","121,007,032","93,094,832","88,394,368","107,782,128","128,796,008"
ophthalmate,"196,359","372,598","460,532","814,297","326,622","524,246","366,252","151,708","199,513","318,845","304,460","241,961","449,348","410,372","418,846","829,970"
ornithine,"1,401,411,712","1,578,284,288","1,334,412,160","1,034,533,824","916,342,464","1,876,904,960","1,799,016,448","1,996,480,896","1,272,857,984","1,163,019,904","1,389,167,360","1,199,808,128","641,142,528","1,022,985,536","473,876,512","1,355,925,760"
orotate,"27,902,692","24,260,830","28,282,618","23,629,040","28,655,750","28,720,298","37,889,720","27,188,440","26,335,060","20,359,400","22,882,340","24,407,416","15,465,601","22,747,348","19,180,628","26,940,060"
orotidine,"1,115,108","1,030,458","1,063,696","455,599","1,032,844","1,188,113","1,302,112","1,423,408","1,186,286","792,096","1,045,866","960,048","588,564","565,226","414,872","718,624"
oxalate (ethanedioate),"18,034,194","17,993,838","16,750,463","19,502,240","18,989,720","19,370,216","17,702,962","20,268,996","18,162,830","17,880,222","15,623,854","14,151,187","16,210,682","12,727,239","14,108,731","17,476,998"
p-cresol sulfate,"33,953,040","58,230,028","42,095,064","48,173,112","78,151,160","92,906,488","124,886,000","109,253,760","55,212,236","71,256,680","97,623,952","77,743,880","18,309,796","1,345,012","1,165,472","19,127,344"
p-cresol-glucuronide*,"3,065,439","5,384,604","3,307,789","4,711,076","7,267,080","3,962,337","9,083,421","5,304,484","3,607,896","4,992,113","8,238,556","7,049,481","2,377,939","144,538","104,082","2,304,782"
palmitate (16:0),"4,546,534,400","3,968,365,312","4,256,532,736","4,248,427,776","4,796,300,288","5,099,273,216","6,244,192,256","5,941,924,864","5,784,849,920","4,279,707,648","4,529,163,264","5,488,228,864","2,567,310,080","3,389,584,896","3,542,814,464","3,786,880,000"
palmitoleate (16:1n7),"941,240,000","836,923,008","1,164,081,024","855,501,184","996,252,672","819,922,496","1,001,150,976","797,594,368","1,025,777,472","542,749,504","545,048,256","580,608,704","277,003,328","639,746,368","758,998,144","703,110,912"
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,"8,560,460","7,014,002","7,315,192","7,245,096","13,628,640","13,190,738","12,854,551","10,429,530","9,123,847","11,874,350","9,191,258","10,160,367","6,520,017","6,068,692","5,865,767","7,188,124"
palmitoyl ethanolamide,"2,379,895","1,352,412","1,788,690","1,803,845","2,802,385","1,822,341","1,703,816","1,556,864","1,970,306","1,372,435","1,036,624","1,127,296","686,923","711,850","909,517","1,029,454"
palmitoyl sphingomyelin (d18:1/16:0),"147,351,312","125,099,288","149,680,352","149,558,880","209,157,840","238,942,560","223,895,456","189,971,920","161,885,872","166,632,992","200,343,632","165,452,736","155,221,248","135,929,296","140,916,736","150,136,480"
palmitoylcarnitine,"139,519,680","116,148,000","121,742,560","118,499,912","238,753,648","171,652,752","164,868,384","178,716,656","127,587,640","130,323,992","104,801,056","126,626,848","135,559,712","102,899,000","116,045,560","142,114,976"
palmitoylcholine,"3,481,202","7,893,304","2,133,220","4,708,973","2,615,777","2,080,174","1,835,835","2,627,678","3,808,875","1,786,786","2,018,980","1,636,529","659,032","2,817,040","843,204","989,827"
pantothenate,"89,207,032","60,291,272","111,701,688","51,321,544","35,199,276","34,116,976","46,290,912","40,147,940","26,263,092","32,072,508","39,602,240","40,201,080","81,584,744","65,517,252","63,984,168","121,178,608"
pentadecanoate (15:0),"62,987,296","54,119,128","54,773,588","53,325,564","72,685,016","62,487,620","81,331,688","77,136,272","88,501,448","61,533,788","61,044,884","79,761,992","43,896,872","53,866,964","50,718,724","57,075,004"
phenol sulfate,"44,510,448","66,599,760","52,626,856","92,064,864","26,645,058","4,537,127","8,914,766","5,922,922","32,522,420","52,841,776","33,173,966","9,042,730","44,437,132","82,288,088","96,002,192","86,073,320"
phenylacetate,,,,,,,"186,964",,,"183,427","177,852",,,,,"120,592"
phenylacetylglycine,"34,703,432","65,520,876","55,889,832","105,218,160","50,683,336","34,901,760","72,543,912","30,511,508","31,676,192","60,057,976","82,794,688","33,957,596","56,266,788","46,742,504","74,200,184","125,071,368"
phenylalanine,"2,850,600,704","2,824,082,944","3,052,465,664","2,352,131,328","2,827,128,576","3,055,141,376","2,922,312,704","2,769,098,496","3,169,201,664","3,069,018,112","3,001,224,960","2,902,415,616","1,842,305,152","1,474,492,416","1,240,790,656","2,026,426,112"
phenyllactate (PLA),"678,654","534,980","738,877","487,942","843,028","1,105,325","1,114,636","733,042","1,113,929","1,154,700","1,238,465","1,029,423","436,639","402,153","347,589","698,040"
phenylpropionylglycine,"3,112,799","2,714,418","5,974,618","3,254,285","67,827",,"13,156","182,119","426,578","231,206","259,640","89,971","541,609","1,079,303","595,587","3,248,239"
phenylpyruvate,"432,431","298,557","496,733","284,487","253,734","496,128","416,038","320,723","655,068","825,671","658,803","622,559","476,471","115,388","166,147","411,805"
phosphate,"137,116,128","137,008,240","151,503,936","117,332,048","162,427,008","147,967,056","149,126,928","204,409,488","131,604,288","127,847,856","128,950,488","159,896,720","162,345,424","134,166,088","154,461,184","142,718,992"
phosphoenolpyruvate (PEP),"266,005","245,286","213,191","201,539","204,141","340,478","147,701","501,354","143,736","48,628","207,577","90,968","311,753","491,419","198,340","990,426"
phosphoethanolamine,"1,170,888","758,447","1,184,374","590,625","1,204,071","1,044,934","781,973","1,626,076","1,600,075","1,036,225","1,068,604","873,993","874,764","555,874","727,605","893,084"
picolinate,"3,911,337","3,871,992","5,751,978","5,129,642","11,267,796","13,985,124","16,173,492","3,422,108","8,307,222","10,707,894","10,131,187","7,562,927","3,828,369","3,141,543","2,998,703","4,043,047"
pipecolate,"508,427,584","449,776,448","526,209,024","520,927,488","278,265,952","232,156,512","291,186,464","234,624,192","159,290,416","206,237,536","238,692,752","149,098,464","296,366,624","308,319,744","314,842,016","436,662,080"
pro-hydroxy-pro,"32,940,338","20,243,660","26,099,678","36,490,168","26,896,528","23,976,644","28,955,238","35,483,296","14,774,274","17,043,668","17,158,280","19,713,698","51,576,856","57,690,488","62,452,032","141,124,544"
proline,"1,382,243,072","1,225,117,440","1,251,950,464","1,005,456,896","857,342,400","1,442,347,264","1,833,697,152","1,557,974,656","2,132,948,864","1,640,701,184","1,613,344,384","2,609,882,368","917,093,056","823,177,536","744,844,224","1,091,341,824"
prolylglycine,"10,662,260","8,340,629","8,844,089","4,200,129","5,240,413","8,847,461","6,088,201","10,538,681","8,910,832","6,684,285","6,547,610","6,171,937","3,464,002","3,095,832","2,678,978","4,773,093"
propionylcarnitine,"126,207,064","58,019,348","123,973,552","113,167,944","81,352,592","91,816,656","90,864,408","171,706,432","80,043,176","99,776,168","93,254,872","67,488,096","48,884,772","42,695,968","45,030,884","63,181,012"
propionylglycine,"518,194","213,639","463,393","384,558","704,861","307,906","384,631","409,299","411,961","490,694","411,821","269,747","161,930","162,166","145,786","225,867"
pseudouridine,"8,476,054","7,084,304","8,108,959","8,752,554","7,473,229","8,526,067","7,311,327","7,200,593","4,853,210","5,001,049","5,758,202","4,006,628","5,757,230","6,712,211","6,741,138","10,048,407"
pyridoxal,"5,774,677","12,839,326","13,650,466","5,564,405","7,810,033","8,273,136","10,479,470","4,777,722","16,264,996","19,918,168","12,067,571","14,139,022","7,137,954","7,587,117","6,487,794","11,706,698"
pyridoxate,"5,010,354","2,958,206","7,202,370","3,664,367","5,346,500","4,079,846","4,526,444","5,381,698","3,594,368","2,653,661","3,393,512","2,016,632","5,224,236","2,542,038","5,974,672","3,640,120"
pyroglutamine*,"12,536,871","12,495,777","11,133,090","12,331,605","5,269,037","4,526,849","4,814,027","4,182,744","4,721,849","3,196,737","4,348,718","2,885,081","13,664,298","20,481,432","21,283,840","12,519,903"
pyrraline,"655,141","629,315","907,966","647,443","265,056","174,259","472,196","491,581","564,674","362,942","404,612","319,674",,"235,706","102,981","375,859"
pyruvate,"27,402,020","37,979,544","31,669,948","23,992,420","28,754,472","34,902,224","27,792,736","41,347,920","30,173,884","35,525,332","31,601,062","33,403,008","27,627,108","18,568,794","26,950,070","30,056,278"
quinolinate,"430,417","482,131","826,890","669,442","2,579,289","4,144,729","4,420,370","1,179,245","1,302,686","1,875,648","1,764,814","574,104","516,611","644,082","533,194","879,744"
retinol (Vitamin A),"58,517,608","45,796,940","47,689,680","51,285,104","46,098,400","69,902,048","55,903,896","72,682,888","49,880,908","41,798,712","45,038,072","45,755,364","26,857,996","17,270,808","26,681,972","25,125,384"
ribitol,"671,425","615,652","713,959","715,479","761,970","1,077,463","1,018,577","832,131","472,690","480,751","496,025","476,619","240,458","261,347","208,683","395,683"
riboflavin (Vitamin B2),"898,610","1,224,084","1,708,502","1,184,326","1,330,756","1,445,128","1,206,248","1,429,867",,"934,735","1,426,209","1,140,694","1,245,530","1,310,851","1,140,958","2,195,844"
ribonate,"3,929,766","2,865,698","4,596,913","5,374,103","3,118,508","4,208,467","4,759,762","5,681,466","2,323,094","3,654,452","3,242,812","2,340,834","3,343,947","2,646,059","2,167,045","3,191,310"
ribose,"1,336,006","772,077","691,457","1,987,634","1,510,410","589,076","930,427","460,225","1,451,545","1,731,955","1,179,130","735,423","5,439,030","12,040,461","4,277,092","8,456,872"
S-(3-hydroxypropyl)mercapturic acid (HPMA),"760,851","520,564","627,747","679,015","640,218","544,681","531,014","606,422","462,389","472,937","391,655","470,610","209,564","252,570","235,841","536,690"
S-1-pyrroline-5-carboxylate,"1,433,643","1,360,626","1,096,285","820,267","871,581","1,429,141","1,324,177","1,653,195","1,339,889","1,119,257","1,412,046","1,054,211","1,617,837","977,476","1,163,288","2,601,712"
S-adenosylhomocysteine (SAH),"206,683","128,530","210,872","154,716","415,084","232,880","199,689",,"323,692","356,086","161,436","189,228","70,262","34,926","38,248","34,010"
S-methylcysteine,"111,089","74,728","84,984","64,858","65,249","73,965","64,411","170,726","59,919","63,006","70,979","74,113","76,249",,"70,406","75,860"
S-methylglutathione,"1,331,926","1,583,337","3,142,276","2,516,659","1,209,791","1,251,916","1,362,016","1,297,284","1,042,583","1,592,991","1,580,545","1,107,252","1,353,315","1,034,087","1,204,472","2,047,706"
S-methylmethionine,"31,872,978","26,039,288","21,215,812","19,695,468",,,,,,,,,"33,026,500","25,461,102","28,152,316","41,487,172"
salicylate,"12,728,021","8,893,529","9,541,504","4,522,869","2,221,514","100,414","125,947","1,073,027","330,884","161,837","160,000","182,302","749,944","3,022,783","670,835","1,255,425"
sarcosine (N-Methylglycine),"5,091,993","2,143,100","4,155,169","3,288,765","4,549,541","6,705,056","6,476,816","3,157,657","6,442,068","6,358,453","7,694,923","4,012,177","3,075,823","2,195,207","1,891,966","4,019,078"
sebacate (decanedioate),"169,260","126,885","155,861","188,071","435,100","307,469","396,365","231,057","391,308","158,963","266,997","317,527","260,852","136,836","125,003","223,026"
serine,"21,709,168","18,471,376","16,730,086","14,570,343","15,143,936","20,729,798","23,810,888","23,878,954","21,501,654","18,521,452","21,914,670","26,407,298","15,302,381","12,739,089","9,567,765","12,793,758"
serotonin,"452,433,984","325,844,672","426,907,712","234,814,704","350,719,680","291,939,424","248,863,872","319,580,896","529,180,384","463,883,776","321,551,040","293,505,696","241,308,320","175,799,840","181,637,648","245,127,376"
spermidine,"6,240,797","6,351,823","4,789,611","7,010,632","9,009,687","6,155,085","4,990,391","10,909,384","8,620,792","9,529,294","8,752,011","5,582,520","2,446,355","5,612,631","2,458,053","11,316,033"
sphinganine,"1,635,650","2,007,948","2,379,751","1,523,576","2,259,293","2,549,343","1,887,720","4,487,927","1,975,611","2,287,938","2,269,574","3,694,912","1,311,292","1,449,827","1,677,634","2,349,676"
sphinganine-1-phosphate,"3,537,697","3,087,973","3,098,884","3,197,529","6,858,944","5,516,806","5,469,116","4,090,096","4,196,195","6,307,120","5,122,694","4,249,547","3,536,843","2,237,362","4,337,120","3,968,421"
"sphingomyelin (d18:1/14:0, d16:1/16:0)*","4,162,849","3,888,910","3,903,264","3,861,745","17,359,120","16,440,648","17,847,968","14,457,593","13,667,477","14,429,960","12,377,830","11,225,761","2,649,174","2,477,936","2,494,111","3,342,163"
"sphingomyelin (d18:1/15:0, d16:1/17:0)*","13,532,786","13,687,835","14,093,529","13,858,500","33,901,928","33,270,796","35,569,124","26,551,592","27,694,408","27,422,784","25,607,048","22,474,380","9,314,332","8,042,939","8,065,514","9,977,725"
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","2,378,009","1,764,701","1,943,624","2,091,886","5,965,506","5,887,181","5,735,203","4,444,142","4,206,283","4,296,940","4,258,111","4,160,449","1,727,586","1,564,687","1,524,985","1,903,591"
"sphingomyelin (d18:1/18:1, d18:2/18:0)","4,214,395","3,395,258","3,902,351","4,277,603","10,803,910","11,339,180","10,043,951","9,833,037","6,340,793","6,052,553","7,075,635","7,956,530","5,361,769","4,180,862","3,818,044","4,195,289"
"sphingomyelin (d18:1/20:0, d16:1/22:0)*","11,658,354","10,774,597","11,549,647","12,227,908","47,256,704","66,950,980","54,480,760","50,850,404","26,338,514","30,751,892","28,040,408","25,049,960","10,914,812","8,321,490","7,955,080","11,535,824"
"sphingomyelin (d18:1/20:1, d18:2/20:0)*","3,808,268","3,388,131","3,232,920","3,782,593","8,997,137","12,356,446","9,503,084","9,250,922","5,394,167","5,456,144","5,473,917","5,508,792","3,798,341","2,888,727","2,644,502","3,645,571"
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","8,984,303","8,392,381","7,702,884","9,893,084","24,188,276","37,199,948","29,756,230","27,295,490","13,720,578","17,468,660","12,641,295","13,524,714","5,439,727","4,675,799","4,375,706","6,111,520"
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","67,401,488","64,395,320","69,174,232","69,969,520","133,069,136","179,990,720","156,504,720","166,001,536","77,803,328","91,752,024","85,836,984","78,794,976","39,458,944","39,808,976","35,080,832","53,860,600"
"sphingomyelin (d18:1/24:1, d18:2/24:0)*","240,697,728","229,502,848","244,548,480","264,385,616","261,581,088","271,068,000","256,149,408","267,203,328","205,472,288","203,404,336","287,949,440","195,438,032","163,163,232","149,206,976","153,117,152","222,169,712"
"sphingomyelin (d18:2/16:0, d18:1/16:1)*","56,595,656","51,144,772","49,333,104","51,887,608","105,032,992","109,675,792","104,499,440","107,513,384","74,560,440","84,584,176","80,334,376","76,171,960","33,900,104","37,235,420","33,274,346","48,444,940"
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","21,899,460","21,861,988","21,884,244","23,149,176","32,240,632","34,664,184","32,704,102","30,594,116","25,852,438","24,479,974","28,703,084","22,217,564","15,424,597","12,292,855","12,779,006","16,694,593"
"sphingomyelin (d18:2/24:1, d18:1/24:2)*","85,220,072","77,882,752","83,134,976","88,936,776","86,954,344","89,340,248","86,777,192","86,978,856","66,709,836","63,487,312","81,988,352","63,731,352","56,887,508","53,533,216","48,211,320","74,191,240"
sphingosine,"5,284,793","5,954,010","6,267,743","3,899,343","4,634,566","6,250,638","4,187,761","10,111,727","4,987,571","5,236,922","5,404,344","10,000,792","2,939,507","3,181,970","3,559,438","5,607,986"
sphingosine 1-phosphate,"1,225,178","1,149,237","1,073,713","1,066,330","1,238,302","1,199,356","1,249,934","1,045,799","1,088,520","1,252,825","1,065,411","1,157,479","818,502","640,518","979,919","943,042"
stachydrine,"613,623,104","493,972,800","474,081,568","393,302,528","23,363,106","4,046,375","2,802,534","12,747,898","67,880,960","9,981,544","66,009,148","5,360,409","289,775,456","498,028,224","483,613,120","720,384,896"
stearate (18:0),"2,115,204,096","1,763,810,816","1,783,382,912","1,688,013,184","2,845,334,016","2,829,585,408","3,897,909,504","3,312,474,880","3,665,985,280","2,583,451,904","2,833,126,144","3,252,992,512","1,140,187,264","1,282,309,376","1,358,698,624","1,611,694,592"
stearidonate (18:4n3),"15,803,290","13,040,942","12,885,370","22,387,724","7,546,180","7,708,545","8,183,694","9,606,629","5,413,476","4,192,746","2,261,721","4,031,366","6,181,062","8,034,983","13,277,672","10,872,073"
stearoyl ethanolamide,"2,129,082","2,060,083","2,014,748","1,895,299","5,478,567","5,976,858","5,462,904","5,099,673","3,141,228","3,727,366","4,111,311","3,768,125","1,625,401","1,746,520","1,847,021","2,433,868"
stearoyl sphingomyelin (d18:1/18:0),"21,517,700","15,030,870","17,752,424","19,982,878","40,203,952","43,658,288","37,726,404","33,200,642","27,924,568","26,351,976","29,912,796","29,520,636","20,191,654","15,459,454","15,971,125","20,333,812"
stearoylcarnitine,"29,439,292","24,087,948","25,054,336","24,301,166","106,299,616","78,896,032","89,819,376","81,090,048","67,731,648","66,643,572","67,172,384","73,749,528","27,346,076","20,085,704","23,020,672","31,264,872"
suberate (octanedioate),"448,912","372,461","600,181","221,383","1,056,522","716,181","774,431","552,794","733,066","707,510","537,855","1,063,637","517,095","483,805","375,021","600,884"
succinate,"313,420,160","257,313,056","530,630,944","379,213,792","365,147,136","202,021,472","19,422,432","52,911,532","440,377,696","317,081,376","173,509,568","16,660,493","32,257,074","3,751,430","160,575,536","170,492,736"
sucrose,"921,671","403,867","388,790","454,707","575,860","3,946,738","1,984,353","900,167","2,686,198","1,082,352","1,709,076","1,788,373","679,124","1,395,963","1,061,784","1,327,446"
sulfate*,"142,059,952","113,730,768","113,962,528","118,122,872","124,699,456","131,767,192","144,013,328","134,522,240","115,418,656","140,471,568","119,567,424","99,562,632","65,152,684","77,266,128","84,843,496","91,015,488"
tartarate,,,,,"277,111","2,749,807","4,597,704","1,948,418","6,692,732","2,868,305","5,005,592","3,857,014",,,,"390,223"
tartronate (hydroxymalonate),"757,166","636,128","430,711","597,694","435,146","598,166",,"730,553","578,233","448,970","594,770","327,652","733,517","969,185","832,708","923,198"
