Sample,ND_Veh_1,ND_Veh_2,ND_Veh_3,ND_Veh_4,HFD_Veh_1,HFD_Veh_2,HFD_Veh_3,HFD_Veh_4,HFD_Tx_1,HFD_Tx_2,HFD_Tx_3,HFD_Tx_4
"sphingomyelin (d18:1/24:1, d18:2/24:0)*","364,506,656","317,533,600","322,952,160","395,692,992","236,009,952","187,386,912","228,035,408","189,173,136","175,506,432","230,789,856","308,599,904","268,588,096"
"sphingomyelin (d18:2/16:0, d18:1/16:1)*","4,838,624","4,528,843","4,382,142","5,067,209","4,996,207","5,587,150","4,935,648","4,731,700","4,332,736","5,205,162","5,735,725","5,459,242"
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","14,104,293","14,176,412","14,156,046","15,802,013","12,840,593","12,194,599","12,135,080","11,153,692","13,667,250","12,429,468","16,077,273","13,520,291"
"sphingomyelin (d18:2/24:1, d18:1/24:2)*","28,959,864","28,184,948","30,283,692","32,883,956","16,732,947","19,088,672","16,098,639","15,291,942","17,659,520","17,452,872","26,192,318","20,663,412"
sphingosine,"40,091,544","38,884,732","38,496,344","29,064,564","60,848,380","53,692,304","49,087,624","53,473,472","38,402,812","46,005,288","64,687,252","49,669,436"
sphingosine 1-phosphate,,,,,"143,225","104,321","78,368",,"251,767","85,892",,
stachydrine,"205,571,184","229,786,864","216,544,240","109,169,840","10,340,066","6,192,511","1,229,305","5,513,047","35,889,560","3,851,717","40,085,260","2,197,815"
stearate (18:0),"1,214,898,048","1,169,370,240","637,504,448","1,726,685,824","1,216,763,008","1,204,457,344","1,133,752,064","1,176,930,304","1,246,898,432","863,777,024","1,327,693,440","909,410,752"
stearidonate (18:4n3),"15,540,221","14,874,133","7,808,722","15,094,382","12,104,746","7,402,807","13,587,154","16,518,981","3,863,079","1,996,016","4,012,732","3,112,611"
stearoyl ethanolamide,"3,748,953","4,498,473","7,660,741","3,410,966","5,004,310","5,449,133","5,129,647","3,950,377","2,625,495","2,241,066","3,642,427","3,155,247"
stearoyl sphingomyelin (d18:1/18:0),,,,,"194,505","201,577","109,003","216,170","200,502",,"218,357","178,472"
stearoylcarnitine,"2,943,506","1,347,664","2,227,498","2,000,048","3,652,577","3,595,157","5,189,862","2,573,540","2,728,445","5,431,467","4,282,375","3,345,639"
succinylcarnitine,"4,453,325","6,243,592","5,601,921","5,660,390","4,235,964","5,080,784","6,071,782","4,365,699","5,157,274","3,948,821","5,315,655","5,440,143"
sulfate*,"6,643,490","6,253,832","5,850,598","7,030,802","8,764,589","10,313,102","10,164,226","7,991,644","9,159,378","11,198,046","7,844,352","7,740,539"
tartronate (hydroxymalonate),"942,306","546,625","612,160","737,530","136,951","388,946",,"305,770","326,855","407,310","571,829","250,673"
taurine,"311,602,080","284,593,632","320,054,208","349,089,824","334,705,024","398,952,064","373,339,968","374,591,008","318,928,032","325,008,832","324,596,768","321,043,136"
tauro-beta-muricholate,"59,730,916","73,562,528","135,466,800","2,010,370","17,228,004","8,900,505","58,769,852","7,425,036","19,237,244","36,123,896","367,473,504","5,166,463"
taurochenodeoxycholate,"7,986,201","7,527,224","10,077,576","1,710,490","5,087,638","3,816,751","8,584,881","2,848,322","5,988,029","9,024,194","31,077,224","3,277,186"
taurocholate,"229,334,944","233,456,864","366,870,336","16,058,303","48,919,684","26,006,140","154,359,696","65,281,112","65,136,744","93,915,664","440,185,280","19,301,384"
taurocyamine,"2,741,836","4,307,244","2,065,190","4,070,365","7,070,113","5,909,165","6,954,500","7,235,662","5,680,301","2,435,877","4,470,781","5,986,582"
taurodeoxycholate,"27,714,530","36,487,444","40,559,992","5,313,992","21,169,650","6,333,843","33,087,576","10,497,625","19,621,918","12,009,989","67,419,664","7,308,979"
taurohyodeoxycholic acid,"1,284,109","2,118,930","3,878,251",,"579,967","134,349","1,278,636","192,062","608,671","4,942,861","23,437,966","162,138"
taurolithocholate,"120,034","77,917","143,065",,"171,617","66,143","264,660","63,826","149,902","106,611","645,679","102,025"
tauroursodeoxycholate,"3,885,155","5,257,166","8,066,248","190,471","1,571,068","1,246,648","5,982,815","1,521,039","2,061,832","3,836,803","24,133,468","574,564"
tetradecanedioate,"200,047","122,276","204,043","136,985","364,310","221,656","301,950","187,806","525,827","190,860","235,339","241,175"
thiamin (Vitamin B1),"43,828,736","44,273,008","42,514,592","58,096,008","45,102,704","37,147,240","42,711,736","42,722,720","36,411,564","20,117,660","23,496,606","27,990,462"
thiamin diphosphate,"274,858","255,078","285,182","214,246","377,632","386,300","373,630","313,439","233,745","292,714","307,076","223,165"
thiamin monophosphate,"684,109","807,252","640,799","758,100","896,946","897,381","807,555","769,672","666,040","1,089,268","782,583","957,863"
threonate,"128,522,232","113,487,008","135,728,128","99,918,160","200,105,664","205,987,568","136,069,168","173,513,552","180,634,320","249,896,704","235,525,360","210,091,648"
threonine,"497,804,096","453,345,920","498,479,616","464,408,576","513,504,352","504,311,680","426,003,520","525,673,856","489,113,952","365,830,784","426,143,264","447,048,480"
thymidine,"257,049","180,059","234,545","150,277","162,445","121,247","102,658","143,258","196,707","97,495","180,061","220,889"
thymine,"63,059","76,974","86,573","69,660","73,399","66,876","72,039","69,238","69,525","65,781","58,836","61,209"
tiglylcarnitine,"1,983,935","810,354","1,607,238","2,082,264","1,554,711","1,858,147","1,957,305","1,462,831","2,267,755","2,197,359","2,502,293","1,373,856"
trans-4-hydroxyproline,"905,760","572,863","649,139","832,260","895,789","570,153","565,593","985,445","666,908","754,055","788,491","1,671,647"
tricarballylate,"167,832","158,890","199,177","244,052","135,840",,,"140,635",,"90,837","128,546",
tricosanoyl sphingomyelin (d18:1/23:0)*,"44,627,504","45,460,364","40,497,552","39,876,888","33,395,892","33,664,088","36,647,988","36,661,184","40,368,760","41,781,904","42,640,000","39,853,116"
trigonelline (N'-methylnicotinate),"89,900,208","115,977,120","100,868,400","74,979,856","7,472,050","2,963,923","2,219,877","5,533,956","6,853,693","3,022,085","4,833,684","1,281,182"
trimethylamine N-oxide,"1,665,860","1,557,945","1,957,686","1,291,134","326,649","1,163,232","592,084","281,733","227,483","1,112,207","582,903","992,341"
tryptophan,"507,670,080","459,287,680","512,529,184","483,367,936","499,802,688","484,502,112","409,994,240","515,864,768","442,182,976","381,467,680","453,907,648","420,693,824"
tyrosine,"401,392,672","473,242,432","676,979,648","510,772,960","343,975,808","459,769,440","302,799,424","458,237,408","495,189,696","262,660,480","338,199,296","441,974,624"
UDP-galactose,"1,317,335","1,012,295","1,364,284","1,540,146","752,895","698,775","138,130","139,234",,"457,053","774,713","224,115"
UDP-glucose,"1,331,370","1,293,701","1,852,029","1,178,429","161,071","98,417",,,,"350,111","638,877","42,393"
UDP-glucuronate,,"186,329","443,082",,"229,115","147,852","1,048,272",,"236,210","1,154,531","819,508","623,301"
UDP-N-acetylgalactosamine,"739,998","824,031","737,971","1,038,254","972,251","1,083,477","648,341","808,295","936,539","621,535","919,992","1,036,650"
UDP-N-acetylglucosamine,"2,040,277","2,268,151","1,894,141","2,825,592","2,560,261","2,208,185","2,360,000","2,469,539","1,924,053","1,935,430","2,031,016","3,216,501"
uracil,"97,148,376","62,091,928","66,326,652","113,820,248","112,805,376","94,423,776","112,378,824","99,448,424","100,550,296","94,384,096","81,628,680","80,510,216"
urate,"235,158","174,934","276,876","306,572","469,555","458,149","384,298","444,113","378,515","471,388","253,870","406,076"
urea,"84,859,104","67,126,872","74,254,800","83,444,120","75,346,656","96,984,776","100,343,664","70,977,880","86,417,904","101,265,200","96,374,616","89,050,920"
uridine,"51,458,528","68,724,608","67,499,840","63,930,200","65,785,568","55,507,500","57,710,936","64,281,712","61,223,284","67,708,488","46,647,644","72,408,440"
uridine 3'-monophosphate (3'-UMP),"134,833","267,881","256,157","87,387","107,855","118,873",,"70,765",,,"145,592","49,074"
uridine 5'-monophosphate (UMP),"2,107,415","6,402,269","3,393,659","2,346,978","1,411,596","742,594","1,287,178","373,557","2,193,248","2,656,036","3,100,609","2,096,799"
"uridine-2',3'-cyclic monophosphate","106,876","101,104","160,279","78,978","96,581","130,488","55,644","107,503","31,466","31,881","104,965","38,561"
ursodeoxycholate,"3,478,622","2,941,855","3,807,703","421,147","2,507,552","1,610,616","6,996,632","3,840,518","2,607,261","2,987,024","7,086,057","1,151,095"
valerylglycine,"3,920,509","1,337,094","2,562,535","3,916,660","4,716,317","2,606,059","2,616,485","2,521,697","1,764,461","1,784,003","1,692,347","1,245,281"
valine,"794,845,888","720,978,432","761,938,688","704,470,080","864,239,808","879,453,184","795,377,472","923,998,272","730,271,360","616,321,600","753,786,624","701,084,352"
valylglutamine,"1,711,391","2,708,601","1,545,839","1,797,089","650,659","746,120","490,236","546,787","280,582",,"908,087","339,105"
valylglycine,"14,402,906","22,878,920","19,793,188","15,913,493","10,639,717","15,179,166","8,757,370","13,182,867","12,237,719","4,556,539","13,542,770","9,740,022"
valylleucine,"3,143,798","4,133,244","3,876,120","2,186,215","1,987,610","3,704,709","1,633,394","2,522,013","2,063,431","1,106,270","6,047,349","1,202,745"
xanthine,"111,612,832","88,576,936","113,819,888","120,281,552","167,474,000","135,780,032","132,519,104","128,950,016","114,820,296","103,013,680","113,450,512","111,080,280"
xanthosine,"17,423,718","5,683,370","8,653,370","15,955,752","10,114,013","10,773,921","8,992,541","12,652,390","4,736,627","4,533,290","5,080,392","4,928,514"
xanthurenate,"206,922","156,745","173,209","283,029","485,832","516,210","624,315",,"572,910","450,497","792,965","877,807"
